taxonomy_version,ticker,layer,subindustry,report_group_status,is_primary,role_weight,notes
DC_TAXONOMY_FULL_V2_1,ASPI,Upstream materials,Specialty metals,WATCH_ONLY,1,1.0,"v2.1_review: speculative or nuclear/materials adjacency; monitor separately, not a clean datacenter operating proxy"
DC_TAXONOMY_FULL_V2_1,CCJ,Upstream materials,Specialty metals,WATCH_ONLY,1,1.0,"v2.1_review: speculative or nuclear/materials adjacency; monitor separately, not a clean datacenter operating proxy"
DC_TAXONOMY_FULL_V2_1,LEU,Upstream materials,Specialty metals,WATCH_ONLY,1,1.0,"v2.1_review: speculative or nuclear/materials adjacency; monitor separately, not a clean datacenter operating proxy"
DC_TAXONOMY_FULL_V2_1,NVDA,Compute silicon,GPU / AI accelerators / custom silicon,CORE,1,1.0,"v2.1_review: direct AI/datacenter accelerator, custom silicon, CPU IP, or advanced manufacturing exposure"
DC_TAXONOMY_FULL_V2_1,AMD,Compute silicon,GPU / AI accelerators / custom silicon,CORE,1,1.0,"v2.1_review: direct AI/datacenter accelerator, custom silicon, CPU IP, or advanced manufacturing exposure"
DC_TAXONOMY_FULL_V2_1,AVGO,Compute silicon,GPU / AI accelerators / custom silicon,CORE,1,1.0,"v2.1_review: direct AI/datacenter accelerator, custom silicon, CPU IP, or advanced manufacturing exposure"
DC_TAXONOMY_FULL_V2_1,MRVL,Compute silicon,GPU / AI accelerators / custom silicon,CORE,1,1.0,"v2.1_review: direct AI/datacenter accelerator, custom silicon, CPU IP, or advanced manufacturing exposure"
DC_TAXONOMY_FULL_V2_1,QCOM,Compute silicon,GPU / AI accelerators / custom silicon,EXTENDED,1,1.0,v2.1_review: AI silicon exposure exists but datacenter is not the primary demand driver
DC_TAXONOMY_FULL_V2_1,ARM,Compute silicon,GPU / AI accelerators / custom silicon,CORE,1,1.0,"v2.1_review: direct AI/datacenter accelerator, custom silicon, CPU IP, or advanced manufacturing exposure"
DC_TAXONOMY_FULL_V2_1,INTC,Compute silicon,GPU / AI accelerators / custom silicon,CORE,1,1.0,"v2.1_review: direct AI/datacenter accelerator, custom silicon, CPU IP, or advanced manufacturing exposure"
DC_TAXONOMY_FULL_V2_1,TSM,Compute silicon,GPU / AI accelerators / custom silicon,CORE,1,1.0,"v2.1_review: direct AI/datacenter accelerator, custom silicon, CPU IP, or advanced manufacturing exposure"
DC_TAXONOMY_FULL_V2_1,CBRS,Compute silicon,GPU / AI accelerators / custom silicon,CORE,1,1.0,"v2.1_review: direct AI/datacenter accelerator, custom silicon, CPU IP, or advanced manufacturing exposure"
DC_TAXONOMY_FULL_V2_1,AMD,Compute silicon,CPUs,CORE,0,1.0,v2.1_review: direct datacenter CPU/platform exposure
DC_TAXONOMY_FULL_V2_1,INTC,Compute silicon,CPUs,CORE,0,1.0,v2.1_review: direct datacenter CPU/platform exposure
DC_TAXONOMY_FULL_V2_1,QCOM,Compute silicon,CPUs,EXTENDED,0,1.0,v2.1_review: CPU exposure is relevant but datacenter role is secondary or emerging
DC_TAXONOMY_FULL_V2_1,ARM,Compute silicon,CPUs,CORE,0,1.0,v2.1_review: direct datacenter CPU/platform exposure
DC_TAXONOMY_FULL_V2_1,NVDA,Compute silicon,CPUs,CORE,0,1.0,v2.1_review: direct datacenter CPU/platform exposure
DC_TAXONOMY_FULL_V2_1,MU,Compute silicon,Memory / HBM / DRAM / NAND / SSD,CORE,1,1.0,v2.1_review: direct AI/datacenter memory or memory-interface exposure
DC_TAXONOMY_FULL_V2_1,RMBS,Compute silicon,Memory / HBM / DRAM / NAND / SSD,CORE,1,1.0,v2.1_review: direct AI/datacenter memory or memory-interface exposure
DC_TAXONOMY_FULL_V2_1,WDC,Compute silicon,Memory / HBM / DRAM / NAND / SSD,EXTENDED,1,1.0,v2.1_review: storage/NAND/controller exposure relevant to datacenters but broader than AI/HBM core
DC_TAXONOMY_FULL_V2_1,STX,Compute silicon,Memory / HBM / DRAM / NAND / SSD,EXTENDED,1,1.0,v2.1_review: storage/NAND/controller exposure relevant to datacenters but broader than AI/HBM core
DC_TAXONOMY_FULL_V2_1,SNDK,Compute silicon,Memory / HBM / DRAM / NAND / SSD,EXTENDED,1,1.0,v2.1_review: storage/NAND/controller exposure relevant to datacenters but broader than AI/HBM core
DC_TAXONOMY_FULL_V2_1,SIMO,Compute silicon,Memory / HBM / DRAM / NAND / SSD,EXTENDED,1,1.0,v2.1_review: storage/NAND/controller exposure relevant to datacenters but broader than AI/HBM core
DC_TAXONOMY_FULL_V2_1,MPWR,Compute silicon,"Analog, power IC, embedded, specialty semis",CORE,1,1.0,v2.1_review: power conversion / power semiconductor exposure is directly relevant to AI/datacenter power density
DC_TAXONOMY_FULL_V2_1,ADI,Compute silicon,"Analog, power IC, embedded, specialty semis",EXTENDED,1,1.0,v2.1_review: broad analog/embedded/specialty semis exposure; relevant but diversified
DC_TAXONOMY_FULL_V2_1,TXN,Compute silicon,"Analog, power IC, embedded, specialty semis",EXTENDED,1,1.0,v2.1_review: broad analog/embedded/specialty semis exposure; relevant but diversified
DC_TAXONOMY_FULL_V2_1,NXPI,Compute silicon,"Analog, power IC, embedded, specialty semis",EXTENDED,1,1.0,v2.1_review: broad analog/embedded/specialty semis exposure; relevant but diversified
DC_TAXONOMY_FULL_V2_1,MCHP,Compute silicon,"Analog, power IC, embedded, specialty semis",EXTENDED,1,1.0,v2.1_review: broad analog/embedded/specialty semis exposure; relevant but diversified
DC_TAXONOMY_FULL_V2_1,LSCC,Compute silicon,"Analog, power IC, embedded, specialty semis",EXTENDED,1,1.0,v2.1_review: broad analog/embedded/specialty semis exposure; relevant but diversified
DC_TAXONOMY_FULL_V2_1,STM,Compute silicon,"Analog, power IC, embedded, specialty semis",EXTENDED,1,1.0,v2.1_review: broad analog/embedded/specialty semis exposure; relevant but diversified
DC_TAXONOMY_FULL_V2_1,ON,Compute silicon,"Analog, power IC, embedded, specialty semis",CORE,1,1.0,v2.1_review: power conversion / power semiconductor exposure is directly relevant to AI/datacenter power density
DC_TAXONOMY_FULL_V2_1,POWI,Compute silicon,"Analog, power IC, embedded, specialty semis",CORE,1,1.0,v2.1_review: power conversion / power semiconductor exposure is directly relevant to AI/datacenter power density
DC_TAXONOMY_FULL_V2_1,VSH,Compute silicon,"Analog, power IC, embedded, specialty semis",EXTENDED,1,1.0,v2.1_review: broad analog/embedded/specialty semis exposure; relevant but diversified
DC_TAXONOMY_FULL_V2_1,DIOD,Compute silicon,"Analog, power IC, embedded, specialty semis",EXTENDED,1,1.0,v2.1_review: broad analog/embedded/specialty semis exposure; relevant but diversified
DC_TAXONOMY_FULL_V2_1,ALGM,Compute silicon,"Analog, power IC, embedded, specialty semis",EXTENDED,1,1.0,v2.1_review: broad analog/embedded/specialty semis exposure; relevant but diversified
DC_TAXONOMY_FULL_V2_1,SITM,Compute silicon,"Analog, power IC, embedded, specialty semis",EXTENDED,1,1.0,v2.1_review: broad analog/embedded/specialty semis exposure; relevant but diversified
DC_TAXONOMY_FULL_V2_1,TSEM,Compute silicon,"Analog, power IC, embedded, specialty semis",EXTENDED,1,1.0,v2.1_review: broad analog/embedded/specialty semis exposure; relevant but diversified
DC_TAXONOMY_FULL_V2_1,SYNA,Compute silicon,"Analog, power IC, embedded, specialty semis",EXTENDED,1,1.0,v2.1_review: broad analog/embedded/specialty semis exposure; relevant but diversified
DC_TAXONOMY_FULL_V2_1,SWKS,Compute silicon,"Analog, power IC, embedded, specialty semis",EXTENDED,1,1.0,v2.1_review: broad analog/embedded/specialty semis exposure; relevant but diversified
DC_TAXONOMY_FULL_V2_1,QRVO,Compute silicon,"Analog, power IC, embedded, specialty semis",EXTENDED,1,1.0,v2.1_review: broad analog/embedded/specialty semis exposure; relevant but diversified
DC_TAXONOMY_FULL_V2_1,SLAB,Compute silicon,"Analog, power IC, embedded, specialty semis",EXTENDED,1,1.0,v2.1_review: broad analog/embedded/specialty semis exposure; relevant but diversified
DC_TAXONOMY_FULL_V2_1,CRUS,Compute silicon,"Analog, power IC, embedded, specialty semis",EXTENDED,1,1.0,v2.1_review: broad analog/embedded/specialty semis exposure; relevant but diversified
DC_TAXONOMY_FULL_V2_1,AMBA,Compute silicon,"Analog, power IC, embedded, specialty semis",EXTENDED,1,1.0,v2.1_review: broad analog/embedded/specialty semis exposure; relevant but diversified
DC_TAXONOMY_FULL_V2_1,AOSL,Compute silicon,"Analog, power IC, embedded, specialty semis",CORE,1,1.0,v2.1_review: power conversion / power semiconductor exposure is directly relevant to AI/datacenter power density
DC_TAXONOMY_FULL_V2_1,NVTS,Compute silicon,"Analog, power IC, embedded, specialty semis",CORE,1,1.0,v2.1_review: power conversion / power semiconductor exposure is directly relevant to AI/datacenter power density
DC_TAXONOMY_FULL_V2_1,VICR,Compute silicon,"Analog, power IC, embedded, specialty semis",CORE,0,1.0,v2.1_review: power conversion / power semiconductor exposure is directly relevant to AI/datacenter power density
DC_TAXONOMY_FULL_V2_1,TSM,Semiconductor manufacturing,Foundry & packaging / OSAT,CORE,0,1.0,v2.1_review: direct foundry/advanced packaging or OSAT capacity exposure for AI/datacenter chips
DC_TAXONOMY_FULL_V2_1,GFS,Semiconductor manufacturing,Foundry & packaging / OSAT,CORE,1,1.0,v2.1_review: direct foundry/advanced packaging or OSAT capacity exposure for AI/datacenter chips
DC_TAXONOMY_FULL_V2_1,INTC,Semiconductor manufacturing,Foundry & packaging / OSAT,CORE,0,1.0,v2.1_review: direct foundry/advanced packaging or OSAT capacity exposure for AI/datacenter chips
DC_TAXONOMY_FULL_V2_1,ASX,Semiconductor manufacturing,Foundry & packaging / OSAT,EXTENDED,1,1.0,v2.1_review: foundry/OSAT exposure relevant but less directly tied to leading datacenter AI silicon
DC_TAXONOMY_FULL_V2_1,AMKR,Semiconductor manufacturing,Foundry & packaging / OSAT,CORE,1,1.0,v2.1_review: direct foundry/advanced packaging or OSAT capacity exposure for AI/datacenter chips
DC_TAXONOMY_FULL_V2_1,UMC,Semiconductor manufacturing,Foundry & packaging / OSAT,EXTENDED,1,1.0,v2.1_review: foundry/OSAT exposure relevant but less directly tied to leading datacenter AI silicon
DC_TAXONOMY_FULL_V2_1,ASML,Semiconductor manufacturing,Semiconductor equipment / semicap,CORE,1,1.0,v2.1_review: direct semicap/process equipment exposure to advanced semiconductor capacity
DC_TAXONOMY_FULL_V2_1,AMAT,Semiconductor manufacturing,Semiconductor equipment / semicap,CORE,1,1.0,v2.1_review: direct semicap/process equipment exposure to advanced semiconductor capacity
DC_TAXONOMY_FULL_V2_1,LRCX,Semiconductor manufacturing,Semiconductor equipment / semicap,CORE,1,1.0,v2.1_review: direct semicap/process equipment exposure to advanced semiconductor capacity
DC_TAXONOMY_FULL_V2_1,KLAC,Semiconductor manufacturing,Semiconductor equipment / semicap,CORE,1,1.0,v2.1_review: direct semicap/process equipment exposure to advanced semiconductor capacity
DC_TAXONOMY_FULL_V2_1,MKSI,Semiconductor manufacturing,Semiconductor equipment / semicap,CORE,1,1.0,v2.1_review: direct semicap/process equipment exposure to advanced semiconductor capacity
DC_TAXONOMY_FULL_V2_1,ENTG,Semiconductor manufacturing,Semiconductor equipment / semicap,CORE,1,1.0,v2.1_review: direct semicap/process equipment exposure to advanced semiconductor capacity
DC_TAXONOMY_FULL_V2_1,NVMI,Semiconductor manufacturing,Semiconductor equipment / semicap,CORE,1,1.0,v2.1_review: direct semicap/process equipment exposure to advanced semiconductor capacity
DC_TAXONOMY_FULL_V2_1,VECO,Semiconductor manufacturing,Semiconductor equipment / semicap,CORE,1,1.0,v2.1_review: direct semicap/process equipment exposure to advanced semiconductor capacity
DC_TAXONOMY_FULL_V2_1,ONTO,Semiconductor manufacturing,Semiconductor equipment / semicap,CORE,1,1.0,v2.1_review: direct semicap/process equipment exposure to advanced semiconductor capacity
DC_TAXONOMY_FULL_V2_1,CAMT,Semiconductor manufacturing,Semiconductor equipment / semicap,CORE,1,1.0,v2.1_review: direct semicap/process equipment exposure to advanced semiconductor capacity
DC_TAXONOMY_FULL_V2_1,ACLS,Semiconductor manufacturing,Semiconductor equipment / semicap,CORE,1,1.0,v2.1_review: direct semicap/process equipment exposure to advanced semiconductor capacity
DC_TAXONOMY_FULL_V2_1,ICHR,Semiconductor manufacturing,Semiconductor equipment / semicap,CORE,1,1.0,v2.1_review: direct semicap/process equipment exposure to advanced semiconductor capacity
DC_TAXONOMY_FULL_V2_1,UCTT,Semiconductor manufacturing,Semiconductor equipment / semicap,CORE,1,1.0,v2.1_review: direct semicap/process equipment exposure to advanced semiconductor capacity
DC_TAXONOMY_FULL_V2_1,KLIC,Semiconductor manufacturing,Semiconductor equipment / semicap,CORE,1,1.0,v2.1_review: direct semicap/process equipment exposure to advanced semiconductor capacity
DC_TAXONOMY_FULL_V2_1,PLAB,Semiconductor manufacturing,Semiconductor equipment / semicap,EXTENDED,1,1.0,v2.1_review: semicap-adjacent exposure; relevant but less direct
DC_TAXONOMY_FULL_V2_1,IPGP,Semiconductor manufacturing,Semiconductor equipment / semicap,EXTENDED,1,1.0,v2.1_review: semicap-adjacent exposure; relevant but less direct
DC_TAXONOMY_FULL_V2_1,ACMR,Semiconductor manufacturing,Semiconductor equipment / semicap,CORE,1,1.0,v2.1_review: direct semicap/process equipment exposure to advanced semiconductor capacity
DC_TAXONOMY_FULL_V2_1,TER,Semiconductor manufacturing,Test and process control,CORE,1,1.0,v2.1_review: direct semiconductor test/process-control exposure
DC_TAXONOMY_FULL_V2_1,COHU,Semiconductor manufacturing,Test and process control,CORE,1,1.0,v2.1_review: direct semiconductor test/process-control exposure
DC_TAXONOMY_FULL_V2_1,FORM,Semiconductor manufacturing,Test and process control,CORE,1,1.0,v2.1_review: direct semiconductor test/process-control exposure
DC_TAXONOMY_FULL_V2_1,NVMI,Semiconductor manufacturing,Test and process control,CORE,0,1.0,v2.1_review: direct semiconductor test/process-control exposure
DC_TAXONOMY_FULL_V2_1,KLAC,Semiconductor manufacturing,Test and process control,CORE,0,1.0,v2.1_review: direct semiconductor test/process-control exposure
DC_TAXONOMY_FULL_V2_1,ONTO,Semiconductor manufacturing,Test and process control,CORE,0,1.0,v2.1_review: direct semiconductor test/process-control exposure
DC_TAXONOMY_FULL_V2_1,CAMT,Semiconductor manufacturing,Test and process control,CORE,0,1.0,v2.1_review: direct semiconductor test/process-control exposure
DC_TAXONOMY_FULL_V2_1,KLIC,Semiconductor manufacturing,Test and process control,CORE,0,1.0,v2.1_review: direct semiconductor test/process-control exposure
DC_TAXONOMY_FULL_V2_1,AEHR,Semiconductor manufacturing,Test and process control,EXTENDED,1,1.0,v2.1_review: test/process exposure relevant but less directly tied to AI/datacenter cycle
DC_TAXONOMY_FULL_V2_1,DELL,IT hardware,Servers / ODM / EMS,CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,HPE,IT hardware,Servers / ODM / EMS,CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,SMCI,IT hardware,Servers / ODM / EMS,CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,SANM,IT hardware,Servers / ODM / EMS,CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,JBL,IT hardware,Servers / ODM / EMS,CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,CLS,IT hardware,Servers / ODM / EMS,CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,FLEX,IT hardware,Servers / ODM / EMS,CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,PLXS,IT hardware,Servers / ODM / EMS,CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,TTMI,IT hardware,Servers / ODM / EMS,CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,BHE,IT hardware,Servers / ODM / EMS,CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,CTS,IT hardware,Servers / ODM / EMS,CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,NTAP,IT hardware,Storage,CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,P,IT hardware,Storage,CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,WDC,IT hardware,Storage,CORE,0,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,STX,IT hardware,Storage,CORE,0,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,MU,IT hardware,Storage,CORE,0,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,SNDK,IT hardware,Storage,CORE,0,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,ZBRA,IT hardware,Broad hardware / indirect exposure,EXTENDED,1,1.0,v2.1_review: broad hardware/automation exposure; intentionally indirect
DC_TAXONOMY_FULL_V2_1,ANET,Networking,"Switches, NICs, DPUs, switch ASICs",CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,CSCO,Networking,"Switches, NICs, DPUs, switch ASICs",CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,NVDA,Networking,"Switches, NICs, DPUs, switch ASICs",CORE,0,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,AVGO,Networking,"Switches, NICs, DPUs, switch ASICs",CORE,0,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,MRVL,Networking,"Switches, NICs, DPUs, switch ASICs",CORE,0,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,HPE,Networking,"Switches, NICs, DPUs, switch ASICs",CORE,0,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,EXTR,Networking,"Switches, NICs, DPUs, switch ASICs",CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,CIEN,Networking,"Switches, NICs, DPUs, switch ASICs",CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,NOK,Networking,"Switches, NICs, DPUs, switch ASICs",CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,COHR,Networking,Optics / photonics / high-speed connectivity,CORE,0,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,LITE,Networking,Optics / photonics / high-speed connectivity,CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,FN,Networking,Optics / photonics / high-speed connectivity,CORE,0,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,AAOI,Networking,Optics / photonics / high-speed connectivity,CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,MTSI,Networking,Optics / photonics / high-speed connectivity,CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,SMTC,Networking,Optics / photonics / high-speed connectivity,CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,CRDO,Networking,Optics / photonics / high-speed connectivity,CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,ALAB,Networking,Optics / photonics / high-speed connectivity,CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,CIEN,Networking,Optics / photonics / high-speed connectivity,CORE,0,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,POET,Networking,Optics / photonics / high-speed connectivity,CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,APH,Networking,Connectivity / components / EMS,CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,TEL,Networking,Connectivity / components / EMS,CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,BDC,Networking,Connectivity / components / EMS,CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,BELFB,Networking,Connectivity / components / EMS,CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,ROG,Networking,Connectivity / components / EMS,CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,LFUS,Networking,Connectivity / components / EMS,CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,KN,Networking,Connectivity / components / EMS,CORE,1,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
DC_TAXONOMY_FULL_V2_1,SANM,Networking,Connectivity / components / EMS,CORE,0,1.0,v2.1_review: direct datacenter physical infrastructure or interconnect exposure
